amalleqa	particle	also; on the other hand	Amalleqa amiirii aghvigluki yataaghqellghi piiqiit keligaghwaaghluki. ‘Also after they washed their (the birds’) skins, they prepared them, scraping them.’ (SIVUQ. NANGAGH. 1:106)"
amaqe-	verb root	to carry on one’s back	amaqaa ‘he carried it on his back’ / < amagh-?-
Amaraka	proper noun	America	Amarakaghmii ‘an American’; also used in Chukotka
amaseketaagh-	verb root	to carry someone on one’s back	Chukotkan (Rub.); questioned
amasiiq	noun root	a game played by boys who throw a stick on a line	"cf. amagyuk, amaamighute-"
amawha	particle	whenever; repeatedly; every time	amawha amik uumgaqa anuqem qelpeghtaa ‘whenever I close the door the wind opens it’
amelkestaaghhaq*	noun root	narrow thing	amelkestaaghhaaguq ‘it is narrow’
amellayi-	verb root	to become or make narrow or thin; to slim down	amellayiiq ‘he slimmed down’; amellayii ‘he made it narrow’ or ‘he slimmed down’ / kemgighyalghiimi weni amellayimaa ‘she lost some weight and became slimmer’; uunghaq amellayiluku llaaghanwha piniightaa ‘making the harpoon narrower it’s better now’
ameltaarak	noun root	rare item	Chukotkan (R)
ameltu-	verb root	to be wide	ameltuuq ‘it is wide’ / kiiwek ameltuuk ‘the river is wide’; ameltuqaq ‘wide thing’
ameltutalae	noun root	width; separation between things	No information given.
amen	particle	"then; there; but come to think of it, yes (indeed)"	Amen quyakaaguq umiilek elngaatall. Piniipigleghhiit qepghaghtet taakut iflakaayalghiit unguvaslaataghniluki. ‘Yes, the chief was very much happy. For keeping the really good workers who were lost, alive.’ (PANGEGH. 58)"
amenam	particle	so then; unexpectedly	Kaviingnaquteperewaaghllak, katam maaten tugutluggnaqeghllallemtestun. Amenam maligunnaqaqsalghiinga kaviighniighmun, taawa uqengeghmetaqelghiinga. ‘It was all about trying to get foxes, like how we now try to get ivory. So then when I tagged along in trapping foxes, I would feel very satisfied.’ (SIVUQ. NANGAGH. 2:174)"
amennguq	particle	then it is said	
amenqun	particle	remember; you know	Nenglutuqaq, iiggesnanighaqegkanginkut neghsameng nuyaaghqiinayukamta amenqun tepa sangwaa aliighnayukan ighlekeluugutangat. ‘There were old underground dwellings they would tell us not to dig in case we ward off the seals; as you know, their reason not to do so is that some odor might come out.’ (SIVUQ. NANGAGH. 3:66)"
ameriigaghaq	noun root	thin thing	"Ameriigaghallghi tamaakut qupneghqutaghqat, … ‘The thinner ones of them were used for bering cisco nets, …’ (SIVUQ. NANGAGH. 3:24); Angvigapaaghrugnguq, ameriigaghaq, tagnemllaaq aghnaq. ‘She was a quite tall, thin, dark woman.’ (AYUM. UNGIP. II:9)"
amesugali	noun root	narrow thing; slim thing	mekelghiiq taana angvigalghii amesugali kinangaawa? ‘who is that tall slender lad?’; qamislikagni amesugalingulukek ulimaniiqaak ‘he said that he’s making the sled he’s building kind of narrow’; naagu savik amesugali? ‘where is the thin knife?
amesuwali	noun root	thin thing	naagu savik amesuwali? ‘where is the thin knife?’
ametall	particle	still; yet; at least try	
amghuneq	noun root	greedy person; grasping person	Chukotkan (R)
amghute-	verb root	to not leave anything for others	tepaghtughnaluteng aqfasalghiimeng pinillghaneng ilangita amghusimakangit ‘they went to eat edible seashore life but the others hadn’t left any good ones’
amgiwhta	noun root	sled runner trimming	"Chukotkan (R); used in the dual, amgiwhtek, for one"
amgusigh-	verb root	to tie one thing to another	Chukotkan (R)
amigh-	verb root	to put skin on (a skin-boat)	aminghhaq ‘newly covered boat’
amighaq	noun root	skin prepared for use on the hull of a skin boat	No information given.
amighqaq	noun root	skin prepared for use on the hull of a skin boat	No information given.
amighqwaaq	noun root	bird skin	No information given.
amighregaq	noun root	skin on body	No information given.
amightu	noun root	burbot (Lota lota)	No information given.
Amigtuughet	proper noun	a particular clan	singular is Amigtuuq
amiigigh-	verb root	to fence off; to block	No information given.
amiin	noun root	ice formation extending from sea ice over the shore to which it is frozen; ice that stretches from a floating or fast iceberg	see item 4 on list in Oozeva et al. 2004
amiiqaq	noun root	whole walrus skin	"Inwa salegnun, atungalegnun, amiiqalegnun, unaghsilegnun tunqughaqegkangit. ‘Not to mention trading with people having  things like skin for covering boats, whole walrus skins, and wood.’ (PANGEGH. 60)"
amiiraq	noun root	sealskin; pelt; skin	No information given.
amiiwraq	noun root	"doorpost (especially of the traditional dome-shaped house, the mangteghapik (q.v.))"	Chukotkan (R)
amik	noun root	door; doorway	No information given.
amikluk	noun root	weasel; ermine (Mustela spp.)	cf. amiq; he weasel is found in Chukotka but not on St. Lawrence Is.
aminakuq	noun root	open water left in newly formed sea ice fields due to gaps between the floes that join to form the fields; small patch of open water in heavy ice or the ice that surrounds open water	see item 5 on list in Oozeva et al. 2004
aminakwaaq	noun root	leftover	cf. aminaqe-
aminaqe-	verb root	to leave some for someone	aminaqaa ‘he left some of it for someone’ / cf. aminakwaaq
aminghaq	noun root	trimming from skin covering of boat	No information given.
amiq	noun root	skin (especially of an animal)	No information given.
amiqlaq	noun root	bat	Chukotkan (R); exact identification undetermined
amisiiq	noun root	"a game in which a village is divided into two teams, each trying to outrun the other around the village"	Chukotkan (R)
amitelqak	noun root	sewn-up hole in skin hull of boat	a dual
amitelqaq	noun root	thin bone in forearm; radius; longitudinal stringer or batten of skin boat	No information given.
amiwaaq	noun root	threshold	yuuk amiwaaghmeng amllughluni aanuq ‘a man stepped over the threshold and went outside’
amlae	noun root	crotch and upper leg area	often dual for one: amlegka ‘my crotch’
Amliqak	proper noun	narrows at VABM “Knife” near center of Koozata Lagoon on St. Lawrence Is.	see Map 5 in Appendices
amllaghwaaq	noun root	a certain thin seaweed; a certain trout-like fish	exact identification undetermined and questioned
amlleqngiitigh-	verb root	to squeeze something between one’s knees	Chukotkan (R)
amllugh-	verb root	to take a step (over)	amllughtuq ‘he took a step’; amllughaa ‘he stepped over it’ /
amlluqiiraq	noun root	vegetables of any kind; greens; in particular heart-leafed saxifrage (Saxifraga punctata or Saxifraga nelsoniana)	No information given.
amqeghpagte-	verb root	for ground to freeze	"literally, ‘to suddenly bite’; amqeghpagtegpenani qaasghuunnaghnayaqanga ‘I wish it would freeze so sled runners could go over the frozen surface’"
amqeghqugh-	verb root	to bite repeatedly	No information given.
amqeghte-	verb root	to bite	amqeghtaa ‘he bit it’ /
amqeghutek	noun root	vise	No information given.
amqegkagh-	verb root	to nip	No information given.
amqute-	verb root	to take a bite of something	amqutuq ‘he took a bite’; amqutaa ‘he took a bite for her ‘/
amsakaghtaq	noun root	small animal or person	"Atungagmeng aangelghiimeng, amsakaghtameng iwhanimeng nateghqaqegkayuguyaghpetut. ‘The material for skin-boot soles was the skin of the bearded seal, large ones and, you know, those small ones.’ (SIVUQ. NANGAGH. 1:98); = amsakeghtaq; cf. amsakelghii, amsakeneq"
amsakeghtaq	noun root	small animal or person	"= amsakaghtaq; cf. amsakelghii, amsakeneq"
amsakelghii	noun root	small animal or person	"Elngaatall akilpegaaq … kaviiq, inwa kalngagaq amsakleghii, amenqun aangeghllalghiit maakut. ‘There was a lot of trading going on … for fox; a small sack [to hold them] wasn’t used but rather those large ones.’ (SIVUQ. NANGAGH. 3:144); Aangelghiitlu, amsakelghiitlu aghveghet iqallugsagnitut. ‘Big ones and small ones, whales are somewhat like fish.’ (AANGHHAQ 64); cf. amsakeneq, amsakaghtaq"
amsakelleq	noun root	smaller one; smallest one	"used (only?) with possessed endings; Kayagtaqegkanginkut amsakellghinaaneng, nuugtunghani. ‘He urged us [only to shoot] the very smallest ones as being easiest to pull.’ cf. amsakeneq, amsakelghii"
amsakeneq	noun root	smaller one; smallest one	"used (only?) with possessed endings; Taagken yugem pimakanga, “Una amsakenghat qaaknaqaqa Honda-gpenun qayughllak Honda-gken mekestaghhaak.” ‘Then the man said to me, “I’m going to put the smallest one of them on your Honda because your Honda is small.’ (AKIINGQWAGH. 38); cf. amsakelleq"
amsanagh-	verb root	to be calm (weather)	No information given.
amsanaghlluk	noun root	calm day	amsanaghlluuguq ‘it is a calm day’
amsanaq	noun root	calm day	No information given.
amsighqe-	verb root	to mend by sewing	amsighqaa ‘he mended it’ / amsighqiiq ‘he mended something’; amsighquughtuq ‘he keeps mending things’; = emsighqe-
amsikagh-	postural root	undressed; naked	amsikaghtuq ‘he undressed’; amsikaghtaa ‘he undressed him’; amsikaghngaaq ‘he is naked’; amsikaghmi aanuq ‘he went outside naked’
amsungisaq	noun root	minke whale (Balaenoptera acutorostrata)	Chukotkan
amu-	verb root	"to pull through an opening (of thread, rope, etc.)"	amaa ‘he pulled it through’ / amugu ‘pull it!’; amuughaa ‘he kept pulling it’
amug-	verb root	to be unable to see	amugaa ‘he couldn't see it ‘/
amugite-	verb root	to have good eyesight	No information given.
amugnagh-	verb root	to inhibit sight	No information given.
amugtagh-	verb root	to have trouble seeing	amugtaghtuq ‘he has eye trouble (temporarily or permanently)’
amutughqe-	verb root	to sew quickly	No information given.
amuugte-	verb root	to lose one's sight	No information given.
amwiiwhta	noun root	shoe of sled runner	No information given.
amyak	noun root	mussel	No information given.
Amyak	proper noun	"site in Chukotka, on Ittygran Island"	see Map 3 in Appendices
amyengenghaq	noun root	small mussel shell	No information given.
amyughaagh-	verb root	to tease (between cousins)	amyughaaghaa ‘he teased her’ / amyughaaghtuq or amyughaaghiiq ‘he is teasing someone’
amyulqe-	verb root	to make fun of someone	Chukotkan (R); ellngan amyulqumaa ilani ‘he made fun of his partner’
amyume-	verb root	to waste or squander	Chukotkan (R)
amyuqetagh-	verb root	to be cruel	amyuqetaghtuq ‘he is cruel’
amyuqetaghta	noun root	persecuter; tormenter	"amyuqetaghtengi ‘his persecuters, tormenters’"
amyuqetaq	noun root	cruel person	No information given.
amyuutke-	verb root	to be cruel to (him) or over (it)	No information given.
an'gaghaq	noun root	woman's brother's child; niece of a woman through her brother; nephew of a woman through her brother	No information given.
an'gaghigh-	verb root	to give gift to newborn baby	perhaps particularly or originally by a woman to her brother's child; cf. an’gaghaq
an'gigh-	verb root	to go or be outside to get fresh air	"generally said of a child going out for fresh air or to play; an'gightuq ‘he went outside’ / an'giitaa ‘he went outside with her (a child, generally)’; Upenghami puqlaghhneghani an’giq teghignapiglleghhii. ‘In the springtime when it gets warmer being outdoors is fun.’ (SLI JR. DICT. 25)"
an'giqragh-	verb root	to be outside for no real reason	No information given.
anaana	noun root	maternal aunt; mother's sister	cf. naa
anaavag-	verb root	to use a net on a pole to catch birds	No information given.
anaavak	noun root	net on a pole used for catching birds; basket net for catching birds	like a dipnet
anag-	verb root	to flee; to escape	anagtuq ‘he escaped’ / yuuk piyaa anagtuq sikuk iiksayek esnameng ‘the man who was hunting on the ice fled to safety when the shore ice loosened and floated away’; qamaglluteng yugi taam kumaqam mangtegham anagtuusimalghiit ‘every one of the occupants of that house that burned escaped’
anaggute-	verb root	to be mixed up; to be confused; to do things wrong	"anaggutuq ‘he is mixed up, doing things all wrong’"
anagh-	verb root	to defecate; to rust	anaghtuq ‘he defecated’ or ‘it rusted’; anaghaa ‘he defecated on it’ or ‘it rusted’ /
anaghiitaq	noun root	crosspiece at front of sled	No information given.
anaghllengiiq	noun root	blue fly	No information given.
anaghnigh-	verb root	to stink; to smell spoiled	No information given.
anaghtaa-	verb root	to rust	"anaghtaaguq or anaghtaagaa ‘it rusted’ / anaghtaakaq ‘rusted thing’; Iwernga elpesineng katam qilagmi kagpagitek aklungingimeng qayughllak moth-ngituq, anaghtaangituq naafqiiyaghqameng, tegleghniightengituqlu naafqiiluteng teglegughyaghqameng. ‘However store up for yourself treasures in heaven because there are no moths, nor rust to destroy them, nor theives to break in and steal them.’ (Matthew 6.20)"
anagnga-	verb root	to be incorrect; to be wrong; to be provoked	"anagngaaq ‘it is incorrect’, ‘he is provoked’/"
anagniigh-	verb root	to be in the act of fleeing or escaping; to be on the run	taghnughhaq anagniightuq qilullghiimeng qikmimeng ‘the child is fleeing from the barking dog’; yuuk teglekaq taawa anagniighaquq ‘the man who stole is on the run’
anagniighusiq	noun root	shaman’s song for protection and safety	Chukotkan (R)
"anagrin, anagritaq"	noun root	harness strap for reindeer	Chukotkan (R)
anagte-	verb root	to miss the mark; to confuse (get one confused); to irritate (a person)	"anagtaa ‘he missed it (shooting)’ or ‘he confused her’ / taghnughhaghmi umyugakek anagsimakek ‘he made his child confused’, ‘he irritated his child’; anagtaa espalakani ‘he misspelled the word he was spelling’; elngaatall yugem anagtaanga ‘the man really irritated me’"
anagtii-	verb root	to miss the target; to commit an error; to do wrong; to break the law	"anagtiiguq ‘he missed the target, committed an error, did wrong, broke the law’ / anagtiivikaa ‘he hit something other than what one has aimed at’; anagtiiviklukek qirgesek sigiqughaak ‘he hit the window unintentionally and broke it’; Whanga guullaataquunga, estamaneng unangunga. Anagtiinghitunga. ‘I shot accurately, caught four. I didn’t miss any.’ (SLI JR. DICT. 51)"
anagu-	verb root	to strike with a stick	"anawaa ‘he struck it’ / anagutaq ‘stick used for striking or beating something’; Puughtilghiit tamaakut angwaaghutmeng anawaaqluki! ‘Those who are pretending [to work], hit them with the paddle!’ (SIVUQ. NANGAGH. 2:156)"
anagutaq	noun root	stick used for striking or beating something	No information given.
anagyaq	noun root	person who seems fated always to escape from dangerous situations; born survivor	yuggaq taana elngaatall anagyaaguq ‘that little fellow is the sort that always survives’
analghu	noun root	large ice floe; piled ice or pressure ridge higher than surroundings	see item 6 on list in Oozeva et al. 2004 Oozeva et al. 2004; analghwaaghet ‘small pile of ice’
anangugh-	verb root	to escape (especially from hardship)	saghligam qikmighani anangughtii uksuum sapeghnaaneng ‘the mother dog helped her puppies escape the harshness of the winter’
anaq	noun root	feces; excrement; rust	aniighaa ‘he removed the feces or rust from it’
anaqeltaghaq	noun root	lead shot	Chukotkan; = anaqeltaq
anaqeltaq	noun root	lead shot	#NAME?
anate-	verb root	to raise; to nurture	anataa ‘he raised and nurtured him’/ saghligaq aqlaghaghllagmi anatikaq avaqutamineng ‘the female dog nurtured her puppies even though it was very cold’; teghikusam avaqutateng naten anataqatki? ‘how do wild animals nurture their young?’
aneghneghiite-	verb root	to get out of breath	aneghneghiituq ‘he got out of breath’ / aneghneghiitqaghtunga aqfalighaataghlunga ‘I got out of breath when I ran around’
aneghneghte-	verb root	to do something that turns out well; to choose well	aneghneghtuq ‘he did something that turned out well’; aneghneghtaa he ‘chose it well’ / cf. anighta
aneghneq1	noun root	breath	No information given.
aneghneq2	noun root	the way things are	No information given.
aneghrengi-	verb root	to be extremely pleased with a new possession or other thing just obtained	aneghrengiiq ‘he’s pleased with something’ / aneghrengitkaa ‘he’s pleased with it’; Aneghrengighllak elqiighneng. ‘She was thrilled with her visors.’ (SIVUQ. NANGAGH. 3:214); Elngaatall aneghrengitkemmeng tuguluku niivusghaminun kanaghtaa. ‘From being delighted with it she took it and put into her main berry container.’ (SIVUQ. NANGAGH. 2:244)
aneghte-1	verb root	to breathe	aneghtuq ‘he breathed’; aneghtaa ‘he breathed on it’ / cf. aneghte-2 (perhaps ultimately the same morpheme)
aneghte-2	verb root	to continue to be or to function as one has; to repeat one’s actions	"aneghtuq ‘it continued’ / Sikiggaq neghellemta neqekragem kagimleghwaaghaneng neghluni riigtemun aglaghluni iteghluni aaneghmini tagiiqluni, tawaten aneghlleghhiinguq esghapagaat. ‘The squirrel was eating bread crumbs where we had eaten earlier, went into her den, came out, and we watched her repeating her actions for some time.’ (KALLAG. 98); cf. aneghte-1 (perhaps ultimately the same morpheme)"
aneghziig-	verb root	"to exhale softly, slowly and deeply"	"yughaghtem aapghaa Kiyaghneghemnguq yuuk ulimayuggaaghyamigu aneghziigluku qengagkenkun unguvaghtestekaqeftaa ‘the preacher tells us that God had breathed into the nostrils of the first man when he created him, and made him alive’"
anekestagh-	verb root	to crawl out quietly to the open space	Chukotkan (R)
anengaq	noun root	older brother (specifically of male)	strictly speaking this is the older brother of a male while the older brother of a female is kugeq
aneq	noun root	ember	No information given.
aneraaghinaq	noun root	putrifying thing	Chukotkan (R)
ang	particle	"here, take it"	said when handing something to someone
Angaayu	proper noun	Oongayuk Hill on St. Lawrence Is.	see Map 4 in Appendices
angaghqe-	verb root	to convey; to take along; to transport	angaghquq ‘he took something along’ /
angaghqugh-	verb root	to keep on transporting things	angaghqughtuq ‘he keeps on transporting things’; angaghqughii ‘he keeps on transporting them’ /
angaghquusiq	noun root	conveyance	No information given.
angak	noun root	maternal uncle; mother's brother	No information given.
angalke-	verb root	to jerk on a tether or other restraint to get free	"of animals or small children mainly; angalkuq ‘it jerked at the tether, one holding it, etc.’ / taghnughhaq naaminun angalkuq ‘the child jerked at its mother’"
angalqaaq	noun root	game of some sort	exact details undetermined
angalqataasiq	noun root	hook for retrieving seals or birds; sling for hunting	"may be used in the plural, angalqataasit, for a single complete device"
angalqatagh-	verb root	to hook a caught seal to retrieve	unangkaqa angalqataghluku tugaaqa ‘with a seal hook I retrieved the seal that I had shot’
angalqataq1	noun root	white wagtail (Motacilla alba)	No information given.
angalqataq2	noun root	hook for retrieving seals or birds; sling for hunting	"may be used in the plural, angalqataq, for a single complete device; ‘sling’ meaning questioned; the device is pear-shaped, made of wood, approximately 1-1/2 feet long, 1/2 foot in diameter, and has several barbless hooks protruding from the sides; angalqatat tagivaghten aagayupigtut ‘the seal retrieving hook you gave me goes far when thrown’"
anganga	noun root	ouch!	child's expression when hurt
angangarquq	noun root	ankle bone	#NAME?
angatughqe-	verb root	to hurry over (it) (especially at sewing)	angatughqaa (or angatughqutkaa) ‘she hurried over it’ / angatughqumakek aghnam kaamgek angyaghvagilgan ugini the woman ‘hurriedly sewed her husband's skin boots before he went out hunting’
angatumeng	particle	for a long time yet; without delay	angatumeng kaannaanghituq usiista ‘the supply ship won't be here for a long time yet’; angatumeng pinghitem estugaq umegtuq ‘because of not acting without delay (i.e. because of (our) delay) the store  closed (before we could go there)’
angayuqaghqaq	noun root	"step, foster or adoptive parent"	No information given.
angayuqaq	noun root	parent; boss	No information given.
angayuqiilnguq*	noun root	orphan	No information given.
angegh-	verb root	"to affirm; to assent; to agree; to say ""yes"""	"angeghtuq ‘he said ""yes""’; aangghaa ‘he said ""yes"" to her’ / aangghutaa ‘he said ""yes"" about it or for her’; aangghutuk ‘they2 agreed with each other’; Aapsamkun angeghtuq. ‘When I asked him, he said “yes”.’ (SLI JR. DICT. 27)"
angeghpayug-	verb root	"to perk up; to feel revived, strengthened and encouraged"	angeghpayugtuq ‘he perked up’; angeghpayugtukut nagaqughluta aangqaghteput kayaalqiimaniluki ‘we perked up hearing that our ball players had won’; angeghpayugnapigtuq pinitun pinghata ‘it perks one up when they do well’; taaghtam pinighningatni angeghpayugtuq ‘he perked up when the doctor told him he was okay’
angeghqe-	verb root	to agree upon; to approve of	No information given.
angeghquusiq	noun root	means of transportation; stretcher	Chukotkan (R)
angeghrugneq	noun root	determined person; persistent person	"angeghrugneghuuq ‘he is a determined, persistent person’; angeghrugneghutminek qenwat ullghitagni naallukek tugaak ‘being a determined person he paid for his snow-machine and took it’"
angeghrugte-	verb root	to be a determined person	aneghrugtuq ‘he is a determined person’
"angeneq, aangeneq"	noun root	bigger one; larger one	angengha or aangengha ‘the one larger than it’; angenghat or aangenghat ‘the largest one of them’
Angetequq	proper noun	former village west of Cape Stoletia in Chukotka	see Map 2 in Appendices
angeyaghaq	noun root	orphan bull walrus	No information given.
angeyeghaq	noun root	rogue walrus that eats other walruses and seals	said to be a walrus that had been orphaned when young
angghuraq	noun root	noose made from rope	Chukotkan (R)
anghungite-	verb root	to eat greedily; to gobble food; to use things up fast	Ilangi yugem neghluteng anghungitut. ‘Some people eat very fast.’ (SLI JR. DICT. 25)
angi-	verb root	to come undone; to unravel; to come unfastened	"angiiq ‘it came undone’ / aghnaghaghhaam taqughtekek angiik ‘the little girl's braids came undone’; angituq ‘it came loose, came undone’; angitaa ‘he undid it’"
angighhe-	verb root	to smear; to rub in; to spread; to paint	"angighhuq ‘he spread something onto something or onto himself, he applied lotion’; angighhaa ‘he spread something onto it’ / angighhegkaq ‘something that has been painted or has had something spread on it’; Angyaghput kineghnaghsimaluku angighhnaqaqa. ‘I’m going to paint our boat while it’s favorable for things to dry.’ (SLI JR. DICT. 27)"
angighhwaagh-	verb root	"to spread (paint, ointment, etc.) especially repeatedly over a small area"	angighhwaaghaaa ‘he applied something to it over and over again’; qezigni angighhwaaghaqeftaak lipstick-meng ‘she applied lipstick to her lips’; aghangi angighhwaaghutkayuguftut ‘her medication has to be rubbed in’
angighte-	verb root	to become warm	Chukotkan
angiite-	verb root	to arrive on time; to finish on time	angiituq ‘he finished or arrived on time’; angiitaa ‘he finished it on time’ / tengegkayugnun aangiituq ‘he arrived in time to catch the plane’; angiitaak atkuyaaghegni ‘she finished her dress on time’
"angilaagh-, angitaagh-"	verb root	for water to be calm in a cover	No information given.
angiqe-	verb root	to undo; to untie; to unravel	angiqaa ‘he undid it’ /
angka-	verb root	to be a certain size	"… galvanize-et sangwaat egllukaghqaghllaget entaqun whaten plywood-estun angkalghiit. ‘… sheets of galvanized metal for stoves the size of sheets of plywood.’ (SIVUQ. NANGAGH. 2:70); Aghsaghmesaghtuuq forty-five-cents-an-hour, iwernga tawaten angkayaghtuq. ‘It wasn’t much, 45 cents an hour [the pay], however that’s how much it was.’ (SIVUQ. NANGAGH. 2:82); Tawaten angkaniluku aapqaat. ‘They say it was that size.’ (SIVUQ. NANGAGH. 1:2)"
angkaliigh-	verb root	to become the size of something	Aghnalqwaaghhaq qenwat iiggestun angkaliightuq. ‘Then the little old lady became the size of a hand.’ (UNGIPAGHAGH. 38)
anglaaq	noun root	hole made for ice-fishing	No information given.
anglaminagh-	verb root	to be beautiful or colorful	"for example, the tundra in spring"
anglanagh-	verb root	to be beautiful (of sounds); to be delightful to hear	qawaagem ulunga anglanaghtuq ‘the song of the bird is beautiful’
anglaq	noun root	wish; desire	anglagka waran palaghtikek ‘at least temporarily grant my wish’
"anglegun, angleguta"	noun root	sibling	No information given.
anglegutkaghqaq	noun root	step-sibling; half-sibling	No information given.
angli-1	verb root	to grow; to become big	angliiq ‘he or it grew’ / anglingllaghaa ‘he raised it or her’; Ighneqa angliiq elngaatall ayumiqulleghmi ukani. ‘My son is growing so much this year.’ (SLI JR. DICT. 27); Yuuk taana anglistaat igaghtemeng kaangqumun. ‘That are promoting that man from teacher to principal.’ (SLI JR. DICT. 28)
angli-2	verb root	to make a hole in the ice	No information given.
anglii-	verb root	to make a hole for ice-fishing	No information given.
anglime-	verb root	to be spectacular; to be resounding	Chukotkan (V&E); questioned
anglinaasiq	noun root	a certain of kind of edible plant	Chukotkan; exact identification undetermined
anglinasug-	verb root	to grow slowly	No information given.
anglinghhaq	noun root	young man or woman	No information given.
anglisaalgun	noun root	agemate; contemporary; peer; one with whom one has grown up	anglisaalgutkullghiit qerngaghmeng igaataqut ‘the who are of the same age go to school together’; anglisaalgutkullghiik angelgutkullghiistun kiyaghtuk ‘the two who grew up together are like siblings’
anglisaghaq	noun root	stepchild; adopted child; foster-child	No information given.
anglisaghta	noun root	step-parent; adoptive parent; foster parent; father who raises child without the mother	No information given.
anglivik	noun root	motherland	Chukotkan (R)
anglu	noun root	seal breathing hole in ice	No information given.
angmeghaq	noun root	whale type	exact identification undetermined
angqa	noun root	hip; thigh; person from a house located to the side (of this one or of ours)	Chukotkan (R)
angqapegtaq	noun root	spherical rock	No information given.
angqaperuk	noun root	round thing; circle; sphere	Nuna una angqaperukegtaq aangqastun. ‘This earth is round like a ball.’ (SLI JR. DICT. 125)
angqaq1	noun root	No information given.	"root; > aangqagh-, aangqaq, aangqanneq, aangqasiigh-, angqaperuk, angqighaq"
angqaq2	noun root	height; size	Chukotkan (R); < ange-qaq (?)
angqigh-	verb root	to be in pain	#NAME?
angqighaq	noun root	game played with a ball	No information given.
angtaaq	noun root	mature bearded seal (Erignathus barbatus)	No information given.
angtalae	noun root	size	angtalnga or angtalanga ‘its size’
angtalgun	noun root	person of the same age; agemate	Chukotkan (R)
angtaliite-	verb root	to grow to full size	No information given.
angtughhaq	noun root	grey whale (Eschrichtius robustus)	No information given.
angtughpak	noun root	bull walrus	No information given.
angtughte-	verb root	to catch something (game) that is big	angtughtaa ‘he caught it (something big)’ / kaviiq angtughsimakanga naaptani ‘he caught a big fox in his snare’; kayutani angtughsimakangi ‘he caught a big fish’
angu-	verb root	to overtake; to catch up with	angwaa ‘he caught up with it ‘/ angwaaqaa ‘he is catching up with it’ or ‘he regularly catches up with it’
angufqaghte-	verb root	to be stormbound; to be weathered in	angufqaghtaa ‘he got weathered in’; Sivungaghtaayalghiit angufqaghlluki Tapghukun tamlagumalghiit ‘they were going to Savoonga but got stormbound and went ashore at Tapghuq’; uksaaghmi imaghllugtughhneghmini angufqaghtaghnaghtaqaa ‘in fall it is common to get stormbound when traveling on the rough sea’
angukaq	noun root	dwarf fireweed; river beauty (plant) (Epilobium latifolium (or Chamaenerion latifolium))	"eaten raw alone or with blubber and meat, or put into barrels to ferment along with other greens"
anguksag-	verb root	to get caught in a storm while traveling; to deal with mischievous people; to encounter unexpectedly; to be at a place or time while something is still there	anguksagaa ‘he encountered him unexpectedly’ / uughqanun piit angyat anguksagumayaqangi eslam iwernga kaasimaniit ‘those who were going to the south side of the island got caught in the storm but managed to arrive’; nelliqelghiit anguksagluki tugulaamakangit ‘they dealt those who were being mischeivous and took them’; eslam seghleghem anguksagii ‘bad weather caught up with them’; ighaghviluk anguksakaqaq naafqestegpenaan ‘I was at the old school before they tore it down’
angulegh-	verb root	for waves to overtake one	angulghaa ‘it (the wave) overtook him’ / Esnighqwaghlunga angulghaanga. ‘The waves reached me while I was beachcombing.’ (SLI JR. DICT. 28)
angulgha-	verb root	"to move slow (of liquid, especially the tide)"	No information given.
angumaaghwagh-	verb root	to linger in one’s poor condition without improvement; to continue as is (of person or condition)	tawatelluni angumaaghwaghtuq ‘he stayed in the same condition’; paninang imaghlliilqa angumaaghwaghaquq ‘I still feel uneasy from my trip where there was a lot of motion’; qinuyuwaaq paninang angumaaghwam entaqun ‘he is still not feeling well from being sick’
angumaasitaagh-	verb root	"to search for something lost; to put effort in order to take, gather, eat, etc. more than others"	No information given.
angumaaskitaagh-	verb root	to hurry in order to not miss something or to finished in time	angyaalgutkaghaat angumaaskitaaghteki igleghalgukaghaat ‘hurry up and get ready so we can go hunting with the other boat that is going’
angumaasqitaghte-	verb root	to be delayed	No information given.
angumake-	verb root	to catch up with a person; to get to an event before it is over	"aghulaqnaqelghii angumakaa ‘he got there before she left, caught up with the one about to leave’; angumakenghitaa ‘he missed it/her’"
angumatkenghite-	verb root	to miss (as by not getting somewhere in time for something)	tuyughivigkaqa angumakenghitaqa aghulaqumalghii  ‘I missed the onewith whom I was going to send a package since he’d already gone’; nunmaagmetutmineng angumakumangisimakangi angyaghnaqet ‘he is so slow in getting ready that the boat that he had been going to go hunting with had already gone’
anguneq	noun root	inner and outer stitches on skin boat	Chukotkan (R)
Angutughvik	proper noun	July	"said to mean literally, ‘time of plant gathering’ (perhaps from angukaq (q.v.)); also given in various sources as June and August"
anguugh-	verb root	to be stormbound; to be delayed by unforeseen circumstances	anguughtuq or anguughaa ‘he is stormbound or otherwise delayed’ /
anguyak	noun root	enemy	anguyaga aghulaqumaaq ‘his enemy left’; mekelghiiq taana anguyakaa ‘that boy is her enemy’
anguyiqe-	verb root	to pick a fight	anguyiquq ‘he picked a fight’ / anguyiqutkaa ‘he picked a fight over it’
angvagneq	noun root	spoiled person; overprotected person; one who feels sorry for himself	No information given.
angvagte-	verb root	to overreact to discomfort or pain; to act spoiled; to feel sorry for oneself and show it	"Mekelghiighhaq ggutangighluni angvagtaquq. ‘After he lost a tooth, the boy made a fuss.’ (SLI JR. DICT. 28)"
angvalluqegtaq	noun root	oval thing; big thing	uyghaghmeng angvalluqegtameng saghnamaanga ‘I picked up a large oval rock’
